0;1417;1
0;1523;1
0;256;1
0;0;1
0;388;1
0;618;1
0;355;1
0;1450;1
0;898;1
0;1998;1
0;861;1
0;1510;1
0;619;1
1;1372;1
1;329;1
1;1322;1
1;378;1
1;1999;1
1;1067;1
1;1682;1
1;809;1
1;1598;1
1;1607;1
1;116;1
1;476;1
2;1723;1
2;1940;1
2;213;1
2;44;1
2;587;1
2;183;1
2;1421;1
2;1419;1
3;406;1
3;1811;1
3;17;1
3;681;1
3;1274;1
3;267;1
3;398;1
3;213;1
3;1680;1
4;338;1
4;82;1
4;1061;1
4;1450;1
4;1911;1
4;1640;1
4;92;1
4;1909;1
4;337;1
4;479;1
4;137;1
4;1823;1
4;1733;1
4;1623;1
4;871;1
4;1135;1
5;76;1
5;1727;1
5;1861;1
5;1065;1
5;1025;1
5;1374;1
5;41;1
5;815;1
5;757;1
6;863;1
6;856;1
6;74;1
6;183;1
6;1046;1
6;1079;1
6;1474;1
6;629;1
7;714;1
7;456;1
7;1536;1
7;1288;1
7;1213;1
7;830;1
7;14;1
7;1070;1
7;476;1
8;1759;1
8;771;1
8;589;1
8;30;1
8;1179;1
8;410;1
8;844;1
8;136;1
8;1451;1
8;1977;1
9;643;1
9;1260;1
9;349;1
9;130;1
9;588;1
9;1627;1
9;77;1
9;496;1
9;1250;1
9;1132;1
9;417;1
10;1280;1
10;332;1
10;96;1
10;502;1
10;987;1
10;1100;1
10;275;1
10;1865;1
10;982;1
10;932;1
11;1643;1
11;1843;1
11;752;1
11;639;1
11;1043;1
11;1904;1
11;1981;1
11;1880;1
11;1717;1
11;854;1
11;1110;1
11;1234;1
11;574;1
11;11;1
11;63;1
11;464;1
11;361;1
11;1010;1
11;444;1
11;896;1
11;1736;1
11;1900;1
11;384;1
11;1389;1
11;946;1
11;491;1
12;1087;1
12;1461;1
12;671;1
12;1254;1
12;194;1
12;523;1
12;1307;1
12;293;1
12;1319;1
12;1009;1
12;1281;1
12;1427;1
12;1684;1
12;1324;1
12;528;1
12;569;1
12;1168;1
12;1861;1
12;888;1
12;1433;1
12;1333;1
13;157;1
13;567;1
13;1710;1
13;609;1
13;1348;1
13;114;1
13;1485;1
13;1447;1
13;1229;1
13;357;1
13;294;1
13;1381;1
13;1356;1
13;851;1
13;1451;1
13;678;1
13;1752;1
13;738;1
14;1792;1
14;777;1
14;1152;1
14;841;1
14;726;1
14;1585;1
14;1340;1
14;1786;1
14;1555;1
14;1455;1
15;779;1
15;1338;1
15;620;1
15;1770;1
15;1672;1
15;1317;1
15;931;1
15;1866;1
15;392;1
15;477;1
15;1539;1
15;424;1
15;1067;1
15;149;1
15;1781;1
15;1825;1
15;1803;1
15;1839;1
15;258;1
15;15;1
15;756;1
15;1377;1
15;1973;1
15;1994;1
15;148;1
15;1426;1
15;1400;1
15;429;1
15;1305;1
16;109;1
16;646;1
16;1591;1
16;493;1
16;373;1
16;1412;1
16;773;1
16;1000;1
16;625;1
16;1896;1
16;1809;1
16;1221;1
16;796;1
16;26;1
16;1029;1
16;1920;1
16;1313;1
16;1710;1
16;807;1
16;966;1
16;1143;1
16;767;1
17;1674;1
17;166;1
17;1925;1
17;398;1
17;315;1
17;188;1
17;1215;1
17;304;1
18;899;1
18;1156;1
18;524;1
18;792;1
18;1258;1
18;265;1
18;804;1
18;1579;1
18;1518;1
18;1015;1
18;513;1
18;521;1
18;1418;1
18;674;1
18;1695;1
19;827;1
19;1134;1
19;1732;1
19;56;1
19;1203;1
19;685;1
19;280;1
19;713;1
