ALGORITHM;Node 1;Node 2;Seed node;Mult Weight;PRECISION;RECALL;F1;JaccardIndex
lte;501;246;327;2.0;1.0;0.18181818181818182;0.3076923076923077;0.18181818181818182
lte;501;246;210;2.0;0.5;0.36363636363636365;0.4210526315789474;0.26666666666666666
lte;501;246;352;2.0;0.32;0.7272727272727273;0.4444444444444444;0.2857142857142857
lte;501;246;485;2.0;1.0;0.18181818181818182;0.3076923076923077;0.18181818181818182
lte;501;246;616;2.0;1.0;0.18181818181818182;0.3076923076923077;0.18181818181818182
lte;501;246;236;2.0;1.0;0.09090909090909091;0.16666666666666669;0.09090909090909091
lte;501;246;371;2.0;0.32;0.7272727272727273;0.4444444444444444;0.2857142857142857
lte;501;246;501;2.0;1.0;0.18181818181818182;0.3076923076923077;0.18181818181818182
lte;501;246;246;2.0;1.0;0.09090909090909091;0.16666666666666669;0.09090909090909091
lte;501;246;638;2.0;0.3333333333333333;0.09090909090909091;0.14285714285714288;0.07692307692307693
lte;501;246;639;2.0;0.32;0.7272727272727273;0.4444444444444444;0.2857142857142857
lte;352;246;327;6.0;1.0;0.18181818181818182;0.3076923076923077;0.18181818181818182
lte;352;246;210;6.0;0.7142857142857143;0.45454545454545453;0.5555555555555556;0.38461538461538464
lte;352;246;352;6.0;1.0;0.18181818181818182;0.3076923076923077;0.18181818181818182
lte;352;246;485;6.0;1.0;0.18181818181818182;0.3076923076923077;0.18181818181818182
lte;352;246;616;6.0;0.5;0.45454545454545453;0.47619047619047616;0.3125
lte;352;246;236;6.0;1.0;0.09090909090909091;0.16666666666666669;0.09090909090909091
lte;352;246;371;6.0;0.3333333333333333;0.45454545454545453;0.3846153846153846;0.23809523809523808
lte;352;246;501;6.0;0.625;0.45454545454545453;0.5263157894736842;0.35714285714285715
lte;352;246;246;6.0;1.0;0.09090909090909091;0.16666666666666669;0.09090909090909091
lte;352;246;638;6.0;0.3333333333333333;0.09090909090909091;0.14285714285714288;0.07692307692307693
lte;352;246;639;6.0;0.3055555555555556;1.0;0.46808510638297873;0.3055555555555556
lte;485;639;327;4.0;1.0;0.18181818181818182;0.3076923076923077;0.18181818181818182
lte;485;639;210;4.0;0.5;0.36363636363636365;0.4210526315789474;0.26666666666666666
lte;485;639;352;4.0;0.2857142857142857;0.36363636363636365;0.32;0.19047619047619047
lte;485;639;485;4.0;1.0;0.18181818181818182;0.3076923076923077;0.18181818181818182
lte;485;639;616;4.0;0.5714285714285714;0.36363636363636365;0.4444444444444444;0.2857142857142857
lte;485;639;236;4.0;1.0;0.09090909090909091;0.16666666666666669;0.09090909090909091
lte;485;639;371;4.0;0.42857142857142855;0.2727272727272727;0.33333333333333326;0.2
lte;485;639;501;4.0;1.0;0.09090909090909091;0.16666666666666669;0.09090909090909091
lte;485;639;246;4.0;1.0;0.09090909090909091;0.16666666666666669;0.09090909090909091
lte;485;639;638;4.0;0.3333333333333333;0.09090909090909091;0.14285714285714288;0.07692307692307693
lte;485;639;639;4.0;1.0;0.2727272727272727;0.42857142857142855;0.2727272727272727
lte;616;246;327;4.0;1.0;0.18181818181818182;0.3076923076923077;0.18181818181818182
lte;616;246;210;4.0;0.6666666666666666;0.36363636363636365;0.4705882352941177;0.3076923076923077
lte;616;246;352;4.0;0.2972972972972973;1.0;0.4583333333333333;0.2972972972972973
lte;616;246;485;4.0;1.0;0.18181818181818182;0.3076923076923077;0.18181818181818182
lte;616;246;616;4.0;1.0;0.18181818181818182;0.3076923076923077;0.18181818181818182
lte;616;246;236;4.0;1.0;0.09090909090909091;0.16666666666666669;0.09090909090909091
